Date,Open,High,Low,Close,Adj Close ,Volume
18-Sep-23,443.05,444.97,442.56,443.63,432.45,"55,752,200"
15-Sep-23,447.14,447.48,442.92,443.37,432.2,"111,848,900"
14-Sep-23,449.07,451.08,447.72,450.36,437.47,"83,430,800"
13-Sep-23,446.22,447.71,445.08,446.51,433.73,"60,199,300"
12-Sep-23,446.95,448.53,445.39,445.99,433.23,"67,565,400"
11-Sep-23,448.24,448.77,446.47,448.45,435.62,"60,180,100"
8-Sep-23,444.9,447.11,444.53,445.52,432.77,"61,659,700"
7-Sep-23,443.11,445.55,442.75,444.85,432.12,"70,355,400"
6-Sep-23,448.4,448.51,443.81,446.22,433.45,"70,758,500"
5-Sep-23,450.73,451.06,449.17,449.24,436.38,"55,166,200"
1-Sep-23,453.17,453.67,449.68,451.19,438.28,"58,944,100"
31-Aug-23,451.65,452.83,450.16,450.35,437.46,"66,084,600"
30-Aug-23,449.51,451.67,448.78,451.01,438.1,"69,053,900"
29-Aug-23,442.65,449.45,442.46,449.16,436.31,"83,081,900"
28-Aug-23,442.24,443.4,439.97,442.76,430.09,"61,595,400"
25-Aug-23,438.68,441.3,435,439.97,427.38,"102,325,100"
24-Aug-23,444.69,445.22,436.86,436.89,424.39,"88,517,300"
23-Aug-23,439.25,443.67,439.1,443.03,430.35,"68,441,000"
22-Aug-23,441.18,441.18,437.57,438.15,425.61,"64,994,200"
21-Aug-23,437.55,440.11,435.32,439.34,426.77,"68,719,000"
18-Aug-23,433.37,437.57,433.01,436.5,424.01,"98,852,000"
